ExtractDate,OrganisationURI,OrganisationLabel,CaseReference,CaseDate,ServiceTypeURI,ServiceTypeLabel,PremisesName,LocationText,Postcode,EntertainmentTypeURI,EntertainmentTypeLabel,LateNightRefreshment,AlcoholSupply,OpeningHours,StatusURI,StatusLabel,LicenceStartDate,LicenceEndDate,OnPremisesAlcoholSale,OffPremisesAlcoholSale,LicenceHolder,LicenceHolderAddress,LicenceHolderPostcode,ApplicantTypeURI,ApplicantTypeLabel,DesignatedPremisesSupervisor,SupervisorLicenceNo,SupervisorAddress,SupervisorPostcode,Conditions,DecisionDate,DecidedBy,LicenceURL,UPRN,GeoPointLicensingURL
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36432,14/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Il Tricolore,92 Oakdale Road Nottingham,NG3 7EH,,,true,true,licensee's discretion,,Approved,14/02/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,39207,15/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Londis,Broadgate Park Turnpike Lane Beeston Nottingham,NG9 2RX,,,true,true,licensee's discretion,,Approved,15/02/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,57171,16/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Tastees,177-179 Alfreton Road Radford Nottingham,NG7 3NW,,Films|Boxing or wrestling|Recorded music|,true,false,m-su 12.00-3.00,,Approved,16/02/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37761,17/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Vienna,11 King Street Nottingham,NG1 2AY,,Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,false,true,Licensee's discretion,,Approved,17/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,58320,18/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Postgraduate Multi-Disciplinary Education Centre,Derby Road Lenton Nottingham,NG7 2UH,,Films|Boxing or wrestling|Recorded music|Performances of dance|,false,true,m-su 07.00 -01.00,,Approved,18/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37065,19/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Newsplace,475 Alfreton Road Nottingham,NG7 5NH,,,true,true,m-su 00.00 - 24.00,,Approved,19/02/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37576,20/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Nags Head,14a Nuthall Road Bobbersmill Nottingham,NG8 5AZ,,Boxing or wrestling|Recorded music|,false,true,su-th 10.00-0100 fri-sa 10.00-01.30,,Approved,20/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,50779,21/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Legs Eleven,12 to 14 Bath Street Sneinton Nottingham,NG1 1DF,,Films|Recorded music|Performances of dance|,false,true,m-sa 1800-2330,,Approved,21/02/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,77542,22/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Royal Naval Association,Church Street Lenton Nottingham,NG7 1SJ,,Indoor sporting events|Boxing or wrestling|Recorded music|,true,true,"m-fr 17.00-24.00, sa & su 11.00-24.00",,Approved,22/02/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37659,23/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Florence Boot Hall,University of Nottingham University Boulevard Nottingham,NG7 2QY,,Boxing or wrestling|Recorded music|,false,true,m-s 11.00-01.30 su 11.00-01.00,,Approved,23/02/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36313,24/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Dunkirk Sports & Social Club,Ron Steel Sports Ground Lenton Lane Dunkirk Nottingham,NG7 2SA,,Recorded music|,true,true,In accordance with current rules of the club,,Approved,24/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,38231,25/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Causeway,532-534 Mansfield Road Sherwood Nottingham,NG5 2FR,,Boxing or wrestling|Recorded music|,false,true,m-w 10.30-24.00  th-s 10.30-01.00  su 12.00-24.00,,Approved,25/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34231,26/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Fox Hotel,Valley Road Basford Nottingham,NG5 1HY,,Boxing or wrestling|Recorded music|Similar to music or dance,true,true,m-th  09.00-01.00 fssu 09.00-02.00,,Approved,26/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36259,27/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Radford Unity Complex,203 Ilkeston Road Radford Nottingham,NG7 3FW,,Plays|Films|Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,false,s-th 09.00-22.30  f-s 09.00-23.00,,Approved,27/02/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35697,28/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Hole in the Wall,63 North Sherwood Street Nottingham,NG1 4EZ,,Films|Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|,true,true,su-Th 10.00-00.30 f-sa 1000-0230,,Approved,28/02/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,69035,29/01/2010,http://id.esd.org.uk/service/860,Premises  licence,G Spot,34a Heathcote Street Nottingham,NG1 3AA,,Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,false,true,m-su 1000-0200,,Approved,01/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36160,30/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Nottingham Princess Riverboat,Park Yacht Club Trent Lane Colwick Nottingham,NG2 4DS,,Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,m-su 10.00-24.00,,Approved,02/03/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,47066,31/01/2010,http://id.esd.org.uk/service/860,Premises  licence,Chiquitos Restaurant & Bar,Cornerhouse Nottingham,NG1 4DB,,,false,true,m-su 1000-0030,,Approved,03/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37192,01/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Café Sutra,23 Goldsmith Street Nottingham,NG1 5JT,,Films|Boxing or wrestling|Recorded music|Performances of dance|,false,true,m-su 10.00-01.30,,Approved,04/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56741,02/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,253 Ilkeston Road Radford Nottingham,NG7 3FX,,,false,true,m-su 09.00-23.00,,Approved,05/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,58235,03/02/2010,http://id.esd.org.uk/service/860,Premises  licence,,14 Heathcote Street Nottingham,NG1 3AA,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,m-su 08.00-00.30,,Approved,06/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,70405,04/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Three Luiggis Limited,21 King Street Nottingham,NG1 2AY,,Recorded music|,false,true,m-sat 08.30 - 23.00,,Approved,07/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36278,05/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Clifton Food Court,29 Sunninghill Drive Clifton Nottingham,NG11 8FT,,,false,false,m-su 17.00-24.00,,Approved,08/03/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,70988,06/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Queen of Clubs,47 Heathcote Street Nottingham,NG1 3AG,,Plays|Films|Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|,false,true,su-th 1000-0200 fr & sa 1000-0300,,Approved,09/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35993,07/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Number 10,67 Upper Parliament Street Nottingham,NG1 6LD,,Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,false,true,m-su 11.00-03.00,,Approved,10/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36493,08/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Highbury Balti House,23 Highbury Road Bulwell Nottingham,NG6 9DD,,,false,false,1630-0430,,Approved,11/03/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35232,09/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Sainsbury's,Castle Bridge Road Castle Marina Nottingham,NG7 1GX,,,false,true,24 hours,,Approved,12/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36727,10/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Nada Badaya,22 Broad Street Basement Nottingham,NG1 3AL,,Recorded music|,false,true,Licensee's discretion,,Approved,13/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,43526,11/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Nandos,12 Angel Row Nottingham,NG1 6HL,,,false,true,m-su 11.00-00.30,,Approved,14/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,68132,12/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Royal Oak,51 Nottingham Road Nottingham,NG7 7AJ,,Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,m-th 1200-2400 fr-su 1200-0100,,Approved,15/03/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,38746,13/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Southwell Hall,Jubilee Campus Wollaton Road University of Nottingham Nottingham,NG8 1BB,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,m-s 11.00-01.30  su 11.00-01.00,,Approved,16/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,71400,14/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Lenton Local Shop,4 Church Square Lenton Nottingham,NG7 1SL,,,true,true,m-su 0800-1000,,Approved,17/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36443,15/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,75 Mansfield Road Nottingham,NG1 3FN,,,true,true,m-su 08.00-04.00,,Approved,18/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,40749,16/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Castle Road - open space,Castle Road Nottingham,NG1 6AA,,Plays|Films|Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,false,m-su 0000 - 2400,,Approved,19/03/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36661,17/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Wines & Spirits,66 Gregory Boulevard Nottingham,NG7 5JD,,,true,true,licensee's discretion,,Approved,20/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,70461,18/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Sainsbury's,16 Waverley Street Nottingham,NG7 4DY,,,false,true,24 hours,,Approved,21/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,60445,19/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Great Britain Express Cuisine,11 Gedling Street Sneinton Nottingham,NG1 1DS,,Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,m-su 07.00 - 00.30,,Approved,22/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,33530,20/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Weavers of  Nottingham  Limited,1 Castle Gate Vinter House Nottingham,NG1 7AQ,,,false,true,licensee's discretion,,Approved,23/03/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35477,21/02/2010,http://id.esd.org.uk/service/860,Premises  licence,O’Rourkes,10 Raleigh Street Radford Nottingham,NG7 4DD,,Boxing or wrestling|Recorded music|,false,true,m-s 10.00-23.30  su 11.00-23.00,,Approved,24/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,38935,22/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Vat & Fiddle,Queens Bridge Road Nottingham,NG2 1NB,,Films|Indoor sporting events|Boxing or wrestling|Recorded music|,false,true,m-su 08.00-03.00,,Approved,25/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37382,23/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Cookie Club Deluxe,22 St James's Street Nottingham,NG1 6FG,,Films|Boxing or wrestling|Recorded music|,true,true,m-su 11.00-0430,,Approved,26/03/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56935,24/02/2010,http://id.esd.org.uk/service/860,Premises  licence,KFC,Hucknall Lane Bulwell Nottingham,NG6 8AJ,,,true,false,m-su 10.00-03.00,,Approved,27/03/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37694,25/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Crusader,Hartness Road Clifton Nottingham,NG11 8SG,,Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|,false,true,su-th 0500-0030  f s 0500-0130,,Approved,28/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,68148,26/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Viceroy,326-330 Hucknall Road Sherwood Nottingham,NG5 1FS,,Films|Boxing or wrestling|Recorded music|,true,true,m-su 11.00-00.30,,Approved,29/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,55345,27/02/2010,http://id.esd.org.uk/service/860,Premises  licence,Aubrey's Traditional Creperie,West End Arcade Long Row Nottingham,NG1 6JP,,Boxing or wrestling|Recorded music|,false,true,m-sa 09.00-21.00 & su 11.00-17.00,,Approved,30/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34488,28/02/2010,http://id.esd.org.uk/service/860,Premises  licence,White Hart,29 Gregory Street Old Lenton Nottingham,NG7 2LT,,Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,su-th 05.00-00.30  f-s 05.00-01.30,,Approved,31/03/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37714,01/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Subway Sandwiches,48 Long Row West Nottingham,NG1 6JB,,,true,false,m-th 07.00-24.00  f-sa 07.00-04.00 su 09.00-04.00,,Approved,01/04/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,33607,02/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Le Mistral,Eldon Chambers 2 - 3 Wheeler Gate Nottingham,NG1 2NS,,Recorded music|,true,true,Licensee's discretion,,Approved,02/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,38289,03/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Rutland Hall,University of Nottingham University Boulevard Nottingham,NG7 2QZ,,Boxing or wrestling|Recorded music|,true,true,m-s 11.00-01.30  su 11.00-01.00,,Approved,03/04/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,55990,04/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Easy Shop,204 Ilkeston Road Nottingham,NG7 3HG,,,true,true,m-su - 08.00 - 24.00,,Approved,04/04/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34441,05/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Bulwell News & General Store,217 Hucknall Lane Bulwell Nottingham,NG6 8AH,,,false,true,m-su 06.00-23.00,,Approved,05/04/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37864,06/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Lace Market Hotel,29-31 High Pavement The Lace Market Nottingham,NG1 1HE,,Films|Boxing or wrestling|Recorded music|,false,true,0900-0400,,Approved,06/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,39032,07/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Wollaton,Lambourne Drive Wollaton Nottingham,NG8 1GA,,Boxing or wrestling|Recorded music|Similar to music or dance,true,true,su-w 09.00-01.00  th-s 09.00-02.00,,Approved,07/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37102,08/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Hockley Grill,7 Heathcote Street Nottingham,NG1 3AF,,Recorded music|,false,false,0700-0500,,Approved,08/04/2010,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35874,09/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Querneby Club,650 Woodborough Road Mapperley Nottingham,NG3 5FS,,Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|,false,true,m-su 11.00-01.30,,Approved,09/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35295,10/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Fairham Hotel,Farnborough Road Clifton Nottingham,NG11 8LT,,Boxing or wrestling|Recorded music|Similar to music or dance,true,true,su-w 0900-0100  th-s 0900-0200,,Approved,10/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37982,11/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Cathedral House,North Circus Street Nottingham,NG1 5AA,,Boxing or wrestling|Recorded music|Performances of dance|,true,false,Licensee's discretion,,Approved,11/04/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,70509,12/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Boulevard,117 Hartley Road Nottingham,NG7 3AQ,,Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,m -fri 07.00-24.00 s 10.00-24.00 su 07.00-23.00,,Approved,12/04/2010,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,39643,13/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Lee Rosy's Tea,17 Broad Street Nottingham,NG1 3AJ,,Plays|Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,false,false,m-su - 0800 - 2400,,Approved,13/04/2010,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,45319,14/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Trent Navigation,Meadow Lane Nottingham,NG2 3HS,,Films|Boxing or wrestling|Recorded music|Similar to music or dance,false,true,m-su 07.00-02.30,,Approved,14/04/2010,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36050,15/03/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  L & MG Stores,167 Gordon Road Thorneywood Nottingham,NG3 2LD,,,true,true,m-s 07.00-23.00  su 07.00-22.00,,Approved,15/04/2010,,false,true,,,,,,,,,,,,,,,
